WBAN,Date,Time,StationType,SkyCondition,SkyConditionFlag,Visibility,VisibilityFlag,WeatherType,WeatherTypeFlag,DryBulbFarenheit,DryBulbFarenheitFlag,DryBulbCelsius,DryBulbCelsiusFlag,WetBulbFarenheit,WetBulbFarenheitFlag,WetBulbCelsius,WetBulbCelsiusFlag,DewPointFarenheit,DewPointFarenheitFlag,DewPointCelsius,DewPointCelsiusFlag,RelativeHumidity,RelativeHumidityFlag,WindSpeed,WindSpeedFlag,WindDirection,WindDirectionFlag,ValueForWindCharacter,ValueForWindCharacterFlag,StationPressure,StationPressureFlag,PressureTendency,PressureTendencyFlag,PressureChange,PressureChangeFlag,SeaLevelPressure,SeaLevelPressureFlag,RecordType,RecordTypeFlag,HourlyPrecip,HourlyPrecipFlag,Altimeter,AltimeterFlag
13963,20170104,253,12,FEW060 BKN250, ,10, , , ,34, ,1.1, ,31, ,-0.3, ,27, ,-2.8, ,76, ,16, ,350, , , ,29.89, , , , , ,30.17, ,AA, , , ,30.17, 
13963,20170104,353,12,CLR, ,10, , , ,32, ,0, ,30, ,-1.2, ,26, ,-3.3, ,79, ,14, ,340, , , ,29.9, , , , , ,30.19, ,AA, , , ,30.18, 
13963,20170104,453,12,FEW060 BKN200, ,10, , , ,30, ,-1.1, ,28, ,-2.2, ,24, ,-4.4, ,78, ,10, ,330, , , ,29.92, , , , , ,30.21, ,AA, , , ,30.2, 
13963,20170104,553,12,FEW050 BKN200, ,10, , , ,29, ,-1.7, ,27, ,-2.6, ,24, ,-4.4, ,82, ,10, ,330, , , ,29.94, , , , , ,30.23, ,AA, , , ,30.22, 
13963,20170104,653,12,BKN200, ,10, , , ,29, ,-1.7, ,27, ,-2.8, ,23, ,-5, ,78, ,8, ,340, , , ,29.95, , , , , ,30.24, ,AA, , , ,30.23, 
13963,20170104,753,12,SCT100 BKN250, ,10, , , ,29, ,-1.7, ,27, ,-2.9, ,22, ,-5.6, ,75, ,13, ,350, , , ,29.95, , , , , ,30.25, ,AA, , , ,30.23, 
13963,20170104,853,12,FEW100 SCT250, ,10, , , ,31, ,-0.6, ,27, ,-2.6, ,20, ,-6.7, ,64, ,13, ,10, , , ,29.97, , , , , ,30.26, ,AA, , , ,30.25, 
13963,20170104,953,12,BKN250, ,10, , , ,34, ,1.1, ,29, ,-1.8, ,18, ,-7.8, ,52, ,10, ,360, , , ,29.99, , , , , ,30.28, ,AA, , , ,30.27, 
13963,20170104,1053,12,BKN250, ,10, , , ,34, ,1.1, ,28, ,-2, ,17, ,-8.3, ,50, ,9, ,30, , , ,29.98, , , , , ,30.27, ,AA, , , ,30.26, 
13963,20170104,1153,12,BKN250, ,10, , , ,37, ,2.8, ,30, ,-1.1, ,16, ,-8.9, ,42, ,7, ,VR , , , ,29.95, , , , , ,30.24, ,AA, , , ,30.23, 
13963,20170104,1253,12,BKN250, ,10, , , ,39, ,3.9, ,31, ,-0.4, ,16, ,-8.9, ,39, ,9, ,40, , , ,29.92, , , , , ,30.21, ,AA, , , ,30.2, 
13963,20170104,1353,12,BKN250, ,10, , , ,39, ,3.9, ,31, ,-0.7, ,14, ,-10, ,36, ,11, ,60, , , ,29.88, , , , , ,30.17, ,AA, , , ,30.16, 
13963,20170104,1453,12,BKN250, ,10, , , ,40, ,4.4, ,32, ,-0.1, ,16, ,-8.9, ,38, ,7, ,70, , , ,29.87, , , , , ,30.16, ,AA, , , ,30.15, 
13963,20170104,1553,12,BKN250, ,10, , , ,38, ,3.3, ,31, ,-0.8, ,16, ,-8.9, ,41, ,8, ,100, , , ,29.85, , , , , ,30.14, ,AA, , , ,30.13, 
13963,20170104,1653,12,SCT250, ,10, , , ,36, ,2.2, ,30, ,-1.1, ,18, ,-7.8, ,48, ,9, ,100, , , ,29.84, , , , , ,30.14, ,AA, , , ,30.12, 
13963,20170104,1753,12,FEW250, ,10, , , ,33, ,0.6, ,28, ,-2.2, ,18, ,-7.8, ,54, ,10, ,90, , , ,29.83, , , , , ,30.12, ,AA, , , ,30.11, 
13963,20170104,1853,12,CLR, ,10, , , ,31, ,-0.6, ,27, ,-2.6, ,20, ,-6.7, ,64, ,10, ,70, , , ,29.8, , , , , ,30.09, ,AA, , , ,30.08, 
13963,20170104,1953,12,CLR, ,10, , , ,30, ,-1.1, ,27, ,-2.9, ,20, ,-6.7, ,66, ,6, ,50, , , ,29.83, , , , , ,30.12, ,AA, , , ,30.11, 
13963,20170104,2053,12,CLR, ,10, , , ,29, ,-1.7, ,27, ,-2.9, ,22, ,-5.6, ,75, ,3, ,90, , , ,29.79, , , , , ,30.08, ,AA, , , ,30.07, 
13963,20170104,2153,12,SCT250, ,10, , , ,28, ,-2.2, ,26, ,-3.1, ,23, ,-5, ,82, ,6, ,70, , , ,29.77, , , , , ,30.06, ,AA, , , ,30.05, 
13963,20170104,2253,12,BKN045, ,10, , , ,28, ,-2.2, ,26, ,-3.1, ,23, ,-5, ,82, ,6, ,40, , , ,29.78, , , , , ,30.07, ,AA, , , ,30.06, 
13963,20170104,2353,12,OVC048, ,10, , , ,30, ,-1.1, ,28, ,-2.4, ,23, ,-5, ,75, ,6, ,30, , , ,29.78, , , , , ,30.07, ,AA, , , ,30.06, 
13963,20170105,53,12,OVC044, ,10, , , ,31, ,-0.6, ,28, ,-2.1, ,23, ,-5, ,72, ,8, ,60, , , ,29.76, , , , , ,30.05, ,AA, , , ,30.04, 
13963,20170105,153,12,OVC043, ,10, , , ,31, ,-0.6, ,29, ,-1.9, ,24, ,-4.4, ,75, ,7, ,60, , , ,29.76, , , , , ,30.05, ,AA, , , ,30.04, 
13963,20170105,253,12,OVC040, ,10, , , ,31, ,-0.6, ,29, ,-1.9, ,24, ,-4.4, ,75, ,7, ,70, , , ,29.76, , , , , ,30.05, ,AA, , , ,30.04, 
13963,20170105,353,12,OVC031, ,10, , , ,31, ,-0.6, ,29, ,-1.7, ,25, ,-3.9, ,78, ,6, ,80, , , ,29.73, , , , , ,30.02, ,AA, , , ,30.01, 
13963,20170105,453,12,OVC030, ,10, , , ,31, ,-0.6, ,29, ,-1.5, ,26, ,-3.3, ,82, ,5, ,50, , , ,29.71, , , , , ,30.01, ,AA, , , ,29.99, 
13963,20170105,551,12,OVC029, ,10, , , ,30, ,-1, ,28, ,-2, ,25, ,-4, ,82, ,7, ,10, , , ,29.74, , , , , ,M, ,SP, , , ,30.02, 
13963,20170105,553,12,OVC029, ,10, , , ,31, ,-0.6, ,29, ,-1.7, ,25, ,-3.9, ,78, ,7, ,20, , , ,29.74, , , , , ,30.03, ,AA, , , ,30.02, 
13963,20170105,653,12,OVC028, ,10, , , ,31, ,-0.6, ,29, ,-1.9, ,24, ,-4.4, ,75, ,7, ,10, , , ,29.75, , , , , ,30.04, ,AA, , , ,30.03, 
13963,20170105,753,12,OVC028, ,10, , , ,31, ,-0.6, ,29, ,-1.5, ,26, ,-3.3, ,82, ,5, ,40, , , ,29.75, , , , , ,30.04, ,AA, , , ,30.03, 
13963,20170105,853,12,OVC028, ,10, , , ,32, ,0, ,29, ,-1.4, ,25, ,-3.9, ,75, ,6, ,50, , , ,29.75, , , , , ,30.04, ,AA, , , ,30.03, 
13963,20170105,927,12,OVC032, ,10, , , ,32, ,0, ,29, ,-1.4, ,25, ,-3.9, ,75, ,6, ,40, , , ,29.77, , , , , ,M, ,SP, , , ,30.05, 
13963,20170105,953,12,OVC032, ,10, , , ,33, ,0.6, ,30, ,-0.8, ,26, ,-3.3, ,75, ,8, ,30, , , ,29.76, , , , , ,30.05, ,AA, , , ,30.04, 
13963,20170105,1053,12,FEW018 OVC030, ,10, , , ,35, ,1.7, ,32, ,-0.1, ,26, ,-3.3, ,70, ,7, ,10, , , ,29.75, , , , , ,30.04, ,AA, , , ,30.03, 
13963,20170105,1153,12,FEW018 OVC030, ,10, , , ,35, ,1.7, ,31, ,-0.3, ,25, ,-3.9, ,67, ,7, ,30, , , ,29.75, , , , , ,30.04, ,AA, , , ,30.03, 
13963,20170105,1234,12,OVC027, ,10, , , ,35, ,1.7, ,31, ,-0.3, ,25, ,-3.9, ,67, ,7, ,360, , , ,29.74, , , , , ,M, ,SP, , , ,30.02, 
13963,20170105,1253,12,OVC027, ,10, , , ,34, ,1.1, ,31, ,-0.7, ,25, ,-3.9, ,70, ,9, ,10, , , ,29.74, , , , , ,30.03, ,AA, , , ,30.02, 
13963,20170105,1353,12,OVC027, ,10, , , ,36, ,2.2, ,32, ,0, ,25, ,-3.9, ,64, ,8, ,340, , , ,29.75, , , , , ,30.05, ,AA, , , ,30.03, 
13963,20170105,1453,12,BKN029 OVC048, ,10, , , ,36, ,2.2, ,32, ,0.1, ,26, ,-3.3, ,67, ,9, ,350, , , ,29.74, , , , , ,30.03, ,AA, , , ,30.02, 
13963,20170105,1504,12,BKN032 BKN048 OVC065, ,10, , , ,36, ,2.2, ,32, ,0, ,25, ,-3.9, ,64, ,11, ,340, , , ,29.75, , , , , ,M, ,SP, , , ,30.03, 
13963,20170105,1553,12,OVC034, ,10, , , ,36, ,2.2, ,32, ,0, ,25, ,-3.9, ,64, ,6, ,10, , , ,29.74, , , , , ,30.03, ,AA, , , ,30.02, 
13963,20170105,1653,12,OVC037, ,10, , , ,35, ,1.7, ,31, ,-0.5, ,24, ,-4.4, ,64, ,10, ,10, , , ,29.77, , , , , ,30.06, ,AA, , , ,30.05, 
13963,20170105,1753,12,OVC041, ,10, , , ,34, ,1.1, ,29, ,-1.4, ,21, ,-6.1, ,59, ,14, ,10, , , ,29.81, , , , , ,30.1, ,AA, , , ,30.09, 
13963,20170105,1853,12,OVC045, ,10, , , ,33, ,0.6, ,29, ,-1.9, ,20, ,-6.7, ,59, ,10, ,10, , , ,29.83, , , , , ,30.12, ,AA, , , ,30.11, 
13963,20170105,1953,12,SCT036 OVC049, ,10, , , ,32, ,0, ,28, ,-2, ,21, ,-6.1, ,64, ,14, ,20, , , ,29.86, , , , , ,30.15, ,AA, , , ,30.14, 
13963,20170105,2053,12,OVC033, ,10, , , ,31, ,-0.6, ,28, ,-2.4, ,21, ,-6.1, ,66, ,13, ,20, , , ,29.87, , , , , ,30.16, ,AA, , , ,30.15, 
13963,20170105,2153,12,OVC032, ,10, , , ,30, ,-1.1, ,27, ,-2.8, ,21, ,-6.1, ,69, ,11, ,10, , , ,29.87, , , , , ,30.16, ,AA, , , ,30.15, 
13963,20170105,2224,12,OVC029, ,10, , , ,30, ,-1.1, ,27, ,-2.8, ,21, ,-6.1, ,69, ,13, ,350, , , ,29.88, , , , , ,M, ,SP, , , ,30.16, 
13963,20170105,2244,12,OVC032, ,10, , , ,30, ,-1.1, ,27, ,-2.8, ,21, ,-6.1, ,69, ,11, ,10, , , ,29.89, , , , , ,M, ,SP, , , ,30.17, 
13963,20170105,2253,12,OVC032, ,10, , , ,30, ,-1.1, ,27, ,-2.9, ,20, ,-6.7, ,66, ,10, ,10, , , ,29.9, , , , , ,30.19, ,AA, , , ,30.18, 
13963,20170105,2353,12,SCT031 OVC050, ,10, , , ,29, ,-1.7, ,26, ,-3.4, ,19, ,-7.2, ,66, ,13, ,360, , , ,29.91, , , , , ,30.2, ,AA, , , ,30.19, 
13963,20170106,53,12,BKN030 BKN050 OVC100, ,10, , , ,27, ,-2.8, ,24, ,-4.3, ,18, ,-7.8, ,69, ,15, ,360, , , ,29.9, , , , , ,30.19, ,AA, , , ,30.18, 
13963,20170106,133,12,OVC028, ,4, ,#NAME?, ,26, ,-3.3, ,23, ,-4.7, ,18, ,-7.8, ,72, ,14, ,360, , , ,29.89, , , , , ,M, ,SP, , , ,30.17, 
13963,20170106,139,12,OVC024, ,2, ,#NAME?, ,25, ,-3.9, ,23, ,-4.9, ,19, ,-7.2, ,78, ,14, ,360, , , ,29.9, , , , , ,M, ,SP, , , ,30.18, 
13963,20170106,151,12,OVC022, ,3, ,#NAME?, ,25, ,-4, ,23, ,-4.9, ,19, ,-7, ,78, ,17, ,350, ,21, ,29.92, , , , , ,M, ,SP, , , ,30.2, 
13963,20170106,153,12,OVC022, ,3, ,#NAME?, ,25, ,-3.9, ,23, ,-4.9, ,19, ,-7.2, ,78, ,15, ,350, ,21, ,29.92, , , , , ,30.21, ,AA, ,  T, ,30.2, 
13963,20170106,228,12,BKN031 OVC075, ,7, ,#NAME?, ,25, ,-3.9, ,23, ,-5.1, ,18, ,-7.8, ,75, ,11, ,350, , , ,29.92, , , , , ,M, ,SP, , , ,30.2, 
13963,20170106,251,12,OVC028, ,4, ,#NAME?, ,23, ,-5, ,21, ,-5.8, ,18, ,-8, ,81, ,15, ,350, , , ,29.94, , , , , ,M, ,SP, , , ,30.22, 
13963,20170106,253,12,BKN025 OVC031, ,2, ,#NAME?, ,23, ,-5, ,21, ,-5.8, ,18, ,-7.8, ,81, ,14, ,10, , , ,29.94, , , , , ,30.23, ,AA, ,  T, ,30.22, 
13963,20170106,304,12,CLR, ,0.75, , , ,23, ,-5, ,M, ,M, ,20, ,-6.7, ,M, ,11, ,360, , , ,M, , , , , ,M, ,SP, , , ,30.21, 
13963,20170106,311,12,OVC025, ,2.5, ,#NAME?, ,22, ,-5.6, ,21, ,-5.9, ,20, ,-6.7, ,92, ,10, ,360, , , ,29.93, , , , , ,M, ,SP, , , ,30.21, 
13963,20170106,324,12,BKN035 OVC095, ,4, ,#NAME?, ,22, ,-5.6, ,21, ,-5.9, ,20, ,-6.7, ,92, ,9, ,360, , , ,29.93, , , , , ,M, ,SP, , , ,30.21, 
13963,20170106,353,12,SCT016 BKN041 OVC095, ,7, ,#NAME?, ,21, ,-6.1, ,20, ,-6.7, ,17, ,-8.3, ,84, ,17, ,340, , , ,29.94, , , , , ,30.23, ,AA, ,  T, ,30.22, 
13963,20170106,453,12,SCT035 OVC050, ,3, ,#NAME?, ,21, ,-6.1, ,20, ,-6.9, ,16, ,-8.9, ,81, ,13, ,340, , , ,29.98, , , , , ,30.27, ,AA, ,  T, ,30.26, 
13963,20170106,541,12,SCT014 OVC044, ,2.5, ,#NAME?, ,20, ,-6.7, ,19, ,-7.1, ,17, ,-8.3, ,88, ,9, ,360, , , ,30.01, , , , , ,M, ,SP, , , ,30.29, 
13963,20170106,551,12,SCT014 OVC037, ,1.5, ,#NAME?, ,19, ,-7, ,19, ,-7.3, ,18, ,-8, ,96, ,13, ,360, , , ,30.01, , , , , ,M, ,SP, , , ,30.29, 
13963,20170106,553,12,SCT014 OVC037, ,1.5, ,#NAME?, ,20, ,-6.7, ,19, ,-7.1, ,17, ,-8.3, ,88, ,14, ,360, ,20, ,30.01, , , , , ,30.31, ,AA, ,0.01, ,30.29, 
13963,20170106,601,12,SCT014 BKN029, ,1.5, ,#NAME?, ,20, ,-6.7, ,19, ,-7.1, ,17, ,-8.3, ,88, ,13, ,360, , , ,30.01, , , , , ,M, ,SP, , , ,30.29, 
13963,20170106,616,12,SCT014 BKN029 OVC080, ,3, ,#NAME?, ,20, ,-6.7, ,19, ,-7.3, ,16, ,-8.9, ,84, ,13, ,360, , , ,30.01, , , , , ,M, ,SP, , , ,30.29, 
13963,20170106,653,12,FEW014 BKN029 OVC080, ,3, ,#NAME?, ,20, ,-6.7, ,19, ,-7.1, ,17, ,-8.3, ,88, ,13, ,20, , , ,30.01, , , , , ,30.3, ,AA, ,  T, ,30.29, 
13963,20170106,657,12,FEW019 BKN027 OVC075, ,1.5, ,#NAME?, ,20, ,-6.7, ,19, ,-7.1, ,17, ,-8.3, ,88, ,9, ,10, , , ,30.01, , , , , ,M, ,SP, , , ,30.29, 
13963,20170106,725,12,SCT015 BKN027 OVC075, ,3, ,#NAME?, ,19, ,-7.2, ,18, ,-7.6, ,16, ,-8.9, ,88, ,15, ,360, , , ,30.02, , , , , ,M, ,SP, , , ,30.3, 
13963,20170106,753,12,SCT014 BKN025 OVC080, ,7, ,#NAME?, ,19, ,-7.2, ,18, ,-7.6, ,16, ,-8.9, ,88, ,13, ,350, , , ,30.03, , , , , ,30.32, ,AA, ,  T, ,30.31, 
13963,20170106,853,12,BKN018 BKN030 OVC070, ,10, , , ,20, ,-6.7, ,18, ,-7.6, ,14, ,-10, ,77, ,14, ,360, , , ,30.04, , , , , ,30.34, ,AA, ,  T, ,30.32, 
13963,20170106,953,12,BKN022 OVC070, ,10, , , ,21, ,-6.1, ,19, ,-7.2, ,14, ,-10, ,74, ,11, ,10, , , ,30.06, , , , , ,30.36, ,AA, , , ,30.34, 
13963,20170106,1053,12,OVC024, ,7, , , ,21, ,-6.1, ,19, ,-7, ,15, ,-9.4, ,78, ,11, ,360, , , ,30.07, , , , , ,30.36, ,AA, ,  T, ,30.35, 
13963,20170106,1153,12,BKN024 OVC060, ,7, , , ,22, ,-5.6, ,19, ,-7.1, ,12, ,-11.1, ,65, ,13, ,20, , , ,30.04, , , , , ,30.34, ,AA, , , ,30.32, 
13963,20170106,1253,12,BKN025 BKN060 OVC250, ,10, , , ,22, ,-5.6, ,19, ,-6.9, ,13, ,-10.6, ,68, ,13, ,20, ,21, ,30, , , , , ,30.29, ,AA, , , ,30.28, 
13963,20170106,1353,12,BKN028 OVC090, ,10, , , ,21, ,-6.1, ,18, ,-7.6, ,11, ,-11.7, ,65, ,9, ,30, , , ,30.03, , , , , ,30.33, ,AA, , , ,30.31, 
13963,20170106,1419,12,BKN030 BKN050 OVC080, ,10, , , ,21, ,-6.1, ,18, ,-7.6, ,11, ,-11.7, ,65, ,10, ,10, , , ,30.04, , , , , ,M, ,SP, , , ,30.32, 
13963,20170106,1453,12,SCT030 BKN050 OVC080, ,10, , , ,22, ,-5.6, ,19, ,-7.2, ,11, ,-11.7, ,63, ,13, ,360, , , ,30.05, , , , , ,30.35, ,AA, , , ,30.33, 
13963,20170106,1553,12,SCT035 OVC090, ,10, , , ,22, ,-5.6, ,19, ,-7.3, ,10, ,-12.2, ,60, ,10, ,350, , , ,30.05, , , , , ,30.35, ,AA, , , ,30.33, 
13963,20170106,1653,12,FEW035 OVC090, ,10, , , ,22, ,-5.6, ,18, ,-7.5, ,8, ,-13.3, ,55, ,10, ,10, , , ,30.08, , , , , ,30.37, ,AA, , , ,30.36, 
13963,20170106,1753,12,OVC090, ,10, , , ,22, ,-5.6, ,18, ,-7.5, ,8, ,-13.3, ,55, ,10, ,360, , , ,30.11, , , , , ,30.4, ,AA, , , ,30.39, 
13963,20170106,1853,12,OVC060, ,10, , , ,22, ,-5.6, ,18, ,-7.7, ,7, ,-13.9, ,52, ,17, ,330, ,25, ,30.15, , , , , ,30.45, ,AA, ,  T, ,30.43, 
13963,20170106,1953,12,SCT090 OVC110, ,10, , , ,22, ,-5.6, ,18, ,-7.7, ,7, ,-13.9, ,52, ,10, ,340, , , ,30.16, , , , , ,30.46, ,AA, ,  T, ,30.44, 
13963,20170106,2053,12,SCT095 BKN120 OVC250, ,10, , , ,21, ,-6.1, ,17, ,-8, ,7, ,-13.9, ,55, ,11, ,340, , , ,30.19, , , , , ,30.49, ,AA, , , ,30.47, 
13963,20170106,2153,12,FEW120 SCT250, ,10, , , ,20, ,-6.7, ,16, ,-8.7, ,5, ,-15, ,52, ,15, ,350, , , ,30.21, , , , , ,30.51, ,AA, , , ,30.49, 
13963,20170106,2253,12,FEW250, ,10, , , ,19, ,-7.2, ,16, ,-8.9, ,6, ,-14.4, ,57, ,13, ,340, , , ,30.23, , , , , ,30.53, ,AA, , , ,30.51, 
13963,20170106,2353,12,CLR, ,10, , , ,18, ,-7.8, ,15, ,-9.3, ,6, ,-14.4, ,59, ,14, ,340, , , ,30.24, , , , , ,30.54, ,AA, , , ,30.52, 
13963,20170107,53,12,CLR, ,10, , , ,17, ,-8.3, ,14, ,-9.7, ,6, ,-14.4, ,62, ,13, ,340, , , ,30.25, , , , , ,30.55, ,AA, , , ,30.53, 
13963,20170107,153,12,CLR, ,10, , , ,15, ,-9.4, ,13, ,-10.6, ,6, ,-14.4, ,67, ,11, ,350, , , ,30.27, , , , , ,30.57, ,AA, , , ,30.55, 
13963,20170107,253,12,CLR, ,10, , , ,15, ,-9.4, ,13, ,-10.6, ,6, ,-14.4, ,67, ,11, ,350, , , ,30.28, , , , , ,30.58, ,AA, , , ,30.56, 
13963,20170107,353,12,CLR, ,10, , , ,14, ,-10, ,12, ,-11, ,6, ,-14.4, ,70, ,9, ,340, , , ,30.3, , , , , ,30.6, ,AA, , , ,30.58, 
13963,20170107,453,12,CLR, ,10, , , ,14, ,-10, ,12, ,-11, ,6, ,-14.4, ,70, ,9, ,340, , , ,30.32, , , , , ,30.62, ,AA, , , ,30.6, 
13963,20170107,553,12,CLR, ,10, , , ,13, ,-10.6, ,12, ,-11.3, ,7, ,-13.9, ,77, ,8, ,330, , , ,30.36, , , , , ,30.66, ,AA, , , ,30.64, 
13963,20170107,653,12,CLR, ,10, , , ,12, ,-11.1, ,11, ,-11.8, ,6, ,-14.4, ,77, ,7, ,330, , , ,30.39, , , , , ,30.69, ,AA, , , ,30.67, 
13963,20170107,753,12,CLR, ,10, , , ,15, ,-9.4, ,13, ,-10.4, ,7, ,-13.9, ,70, ,5, ,320, , , ,30.41, , , , , ,30.71, ,AA, , , ,30.69, 
13963,20170107,853,12,CLR, ,10, , , ,18, ,-7.8, ,15, ,-9.2, ,7, ,-13.9, ,62, ,9, ,360, , , ,30.43, , , , , ,30.73, ,AA, , , ,30.71, 
13963,20170107,953,12,CLR, ,10, , , ,20, ,-6.7, ,17, ,-8.4, ,7, ,-13.9, ,57, ,7, ,350, , , ,30.45, , , , , ,30.75, ,AA, , , ,30.73, 
13963,20170107,1053,12,CLR, ,10, , , ,22, ,-5.6, ,18, ,-7.6, ,7, ,-13.9, ,52, ,3, ,320, , , ,30.46, , , , , ,30.76, ,AA, , , ,30.74, 
13963,20170107,1153,12,CLR, ,10, , , ,25, ,-3.9, ,21, ,-6.3, ,9, ,-12.8, ,51, ,5, ,330, , , ,30.45, , , , , ,30.75, ,AA, , , ,30.73, 
13963,20170107,1253,12,CLR, ,10, , , ,28, ,-2.2, ,23, ,-5.1, ,9, ,-12.8, ,45, ,7, ,340, , , ,30.44, , , , , ,30.73, ,AA, , , ,30.72, 
13963,20170107,1353,12,CLR, ,10, , , ,29, ,-1.7, ,23, ,-4.8, ,9, ,-12.8, ,43, ,6, ,350, , , ,30.43, , , , , ,30.73, ,AA, , , ,30.71, 
13963,20170107,1453,12,CLR, ,10, , , ,30, ,-1.1, ,24, ,-4.4, ,9, ,-12.8, ,41, ,6, ,320, , , ,30.42, , , , , ,30.72, ,AA, , , ,30.7, 
13963,20170107,1553,12,CLR, ,10, , , ,30, ,-1.1, ,24, ,-4.5, ,8, ,-13.3, ,39, ,8, ,300, , , ,30.43, , , , , ,30.73, ,AA, , , ,30.71, 
13963,20170107,1653,12,CLR, ,10, , , ,28, ,-2.2, ,23, ,-5.1, ,9, ,-12.8, ,45, ,6, ,360, , , ,30.43, , , , , ,30.73, ,AA, , , ,30.71, 
13963,20170107,1753,12,CLR, ,10, , , ,27, ,-2.8, ,22, ,-5.4, ,10, ,-12.2, ,49, ,0, ,0, , , ,30.44, , , , , ,30.73, ,AA, , , ,30.72, 
13963,20170107,1853,12,CLR, ,10, , , ,22, ,-5.6, ,20, ,-6.8, ,14, ,-10, ,71, ,0, ,0, , , ,30.46, , , , , ,30.76, ,AA, , , ,30.74, 
13963,20170107,1953,12,CLR, ,10, , , ,22, ,-5.6, ,20, ,-6.6, ,15, ,-9.4, ,74, ,0, ,0, , , ,30.47, , , , , ,30.77, ,AA, , , ,30.75, 
13963,20170107,2053,12,CLR, ,10, , , ,22, ,-5.6, ,20, ,-6.8, ,14, ,-10, ,71, ,0, ,0, , , ,30.47, , , , , ,30.77, ,AA, , , ,30.75, 
13963,20170107,2153,12,CLR, ,10, , , ,21, ,-6.1, ,19, ,-7, ,15, ,-9.4, ,78, ,0, ,0, , , ,30.47, , , , , ,30.77, ,AA, , , ,30.75, 
13963,20170107,2253,12,CLR, ,10, , , ,20, ,-6.7, ,19, ,-7.4, ,15, ,-9.4, ,81, ,0, ,0, , , ,30.48, , , , , ,30.78, ,AA, , , ,30.76, 
13963,20170107,2353,12,CLR, ,10, , , ,17, ,-8.3, ,16, ,-8.6, ,15, ,-9.4, ,92, ,0, ,0, , , ,30.48, , , , , ,30.78, ,AA, , , ,30.76, 
13963,20170108,53,12,CLR, ,10, , , ,18, ,-7.8, ,17, ,-8, ,16, ,-8.9, ,92, ,3, ,220, , , ,30.47, , , , , ,30.77, ,AA, , , ,30.75, 
13963,20170108,153,12,CLR, ,10, , , ,17, ,-8.3, ,17, ,-8.4, ,16, ,-8.9, ,96, ,0, ,0, , , ,30.48, , , , , ,30.77, ,AA, , , ,30.76, 
13963,20170108,253,12,CLR, ,10, , , ,16, ,-8.9, ,16, ,-9, ,15, ,-9.4, ,96, ,0, ,0, , , ,30.47, , , , , ,30.77, ,AA, , , ,30.75, 
13963,20170108,353,12,CLR, ,10, , , ,17, ,-8.3, ,16, ,-8.6, ,15, ,-9.4, ,92, ,0, ,0, , , ,30.47, , , , , ,30.77, ,AA, , , ,30.75, 
13963,20170108,453,12,CLR, ,9, , , ,16, ,-8.9, ,16, ,-9, ,15, ,-9.4, ,96, ,0, ,0, , , ,30.49, , , , , ,30.78, ,AA, , , ,30.77, 
13963,20170108,553,12,FEW250, ,7, , , ,15, ,-9.4, ,14, ,-9.7, ,13, ,-10.6, ,92, ,0, ,0, , , ,30.47, , , , , ,30.77, ,AA, , , ,30.75, 
13963,20170108,653,12,SCT250, ,7, , , ,15, ,-9.4, ,14, ,-9.7, ,13, ,-10.6, ,92, ,0, ,0, , , ,30.48, , , , , ,30.78, ,AA, , , ,30.76, 
13963,20170108,753,12,BKN150, ,10, , , ,17, ,-8.3, ,17, ,-8.4, ,16, ,-8.9, ,96, ,3, ,160, , , ,30.5, , , , , ,30.8, ,AA, , , ,30.78, 
13963,20170108,853,12,BKN150, ,10, , , ,20, ,-6.7, ,19, ,-7.1, ,17, ,-8.3, ,88, ,0, ,0, , , ,30.52, , , , , ,30.81, ,AA, , , ,30.8, 
13963,20170108,953,12,BKN150, ,10, , , ,22, ,-5.6, ,21, ,-6.3, ,17, ,-8.3, ,81, ,0, ,0, , , ,30.53, , , , , ,30.82, ,AA, , , ,30.81, 
13963,20170108,1053,12,OVC150, ,10, , , ,24, ,-4.4, ,22, ,-5.3, ,19, ,-7.2, ,81, ,3, ,160, , , ,30.5, , , , , ,30.8, ,AA, , , ,30.78, 
13963,20170108,1153,12,OVC150, ,10, , , ,28, ,-2.2, ,25, ,-3.6, ,20, ,-6.7, ,72, ,6, ,160, , , ,30.47, , , , , ,30.76, ,AA, , , ,30.75, 
13963,20170108,1253,12,OVC150, ,10, , , ,30, ,-1.1, ,26, ,-3.1, ,19, ,-7.2, ,64, ,8, ,160, , , ,30.42, , , , , ,30.72, ,AA, , , ,30.7, 
13963,20170108,1353,12,OVC150, ,10, , , ,32, ,0, ,27, ,-2.5, ,18, ,-7.8, ,56, ,9, ,140, , , ,30.39, , , , , ,30.68, ,AA, , , ,30.67, 
13963,20170108,1453,12,BKN150, ,10, , , ,32, ,0, ,27, ,-2.5, ,18, ,-7.8, ,56, ,10, ,100, , , ,30.39, , , , , ,30.69, ,AA, , , ,30.67, 
13963,20170108,1553,12,SCT110 SCT150, ,10, , , ,32, ,0, ,27, ,-2.6, ,17, ,-8.3, ,54, ,11, ,120, , , ,30.37, , , , , ,30.66, ,AA, , , ,30.65, 
13963,20170108,1653,12,FEW110 SCT150, ,10, , , ,30, ,-1.1, ,26, ,-3.2, ,18, ,-7.8, ,61, ,11, ,120, , , ,30.33, , , , , ,30.63, ,AA, , , ,30.61, 
